iso3,year,pop,gdp_pc
BHR,2018,1503091,24059.7838641562
BHR,2019,1483756,23823.3574111539
BHR,2020,1472204,23586.9309581516
BHR,2021,1504365,24086.7847803428
BLZ,2003,263780,6274.47428279313
BLZ,2004,271688,6383.07432412662
BLZ,2005,279731,6337.12389222378
BLZ,2006,287878,6435.58767337678
BLZ,2007,296100,6465.82885846045
BLZ,2008,304361,6187.95885023655
BLZ,2009,312614,5997.68447156383
BLZ,2010,320245,5937.75398343789
BLZ,2011,327298,5802.24344531492
BLZ,2012,334414,5902.74234696881
BLZ,2013,341627,6013.07879895362
BLZ,2014,348923,6116.49578852783
BLZ,2015,356333,6000.20359889776
BLZ,2016,364705,5883.91140926769
BLZ,2017,373202,5767.61921963762
BLZ,2018,380226,5707.61059954436
BLZ,2019,385829,5357.047566156855
BLZ,2020,390812,5006.48453276935
BLZ,2021,395346,5839.40157956017
BRA,2003,180622688,6941.43965883253
BRA,2004,182675143,7258.78101654079
BRA,2005,184688101,7409.56827992249
BRA,2006,186653106,7622.03919432148
BRA,2007,188552320,8003.2532101272
BRA,2008,190367302,8330.76364001877
BRA,2009,192079951,8246.09612122851
BRA,2010,193701929,8792.63334959864
BRA,2011,195284734,9067.99212019529
BRA,2012,196876111,9167.49818450433
BRA,2013,198478299,9366.73824670239
BRA,2014,200085127,9338.34170840985
BRA,2015,201675532,9101.64517109231
BRA,2016,203218114,8864.94863377477
BRA,2017,204703445,8628.25209645723
BRA,2018,206107261,8722.33529970988
BRA,2019,207455459,8578.672880900864
BRA,2020,208660842,8435.01046209185
BRA,2021,209550294,8799.22844579944
BRB,2003,265776,21338.1720739511
BRB,2004,267298,21516.1662922098
BRB,2005,268706,22250.0263806215
BRB,2006,270002,23487.4418767503
BRB,2007,271288,23862.135352962
BRB,2008,272714,23887.7289633459
BRB,2009,274123,22572.5926053677
BRB,2010,275243,21982.1839041348
BRB,2011,276139,21842.8635599786
BRB,2012,276938,21036.3003366556
BRB,2013,277665,20609.6076272963
BRB,2014,278348,20713.7670210437
BRB,2015,278990,20738.7462321345
BRB,2016,279598,20763.7254432253
BRB,2017,280171,20788.7046543161
BRB,2018,280711,20483.9550976366
BRB,2019,281207,19001.8960802543
BRB,2020,281698,17519.837062872
BRB,2021,282147,17475.0281776857
BRN,2003,346637,38595.1688513702
BRN,2004,352911,37948.6590825194
BRN,2005,358916,37312.2778797122
BRN,2006,364663,38229.3565684183
BRN,2007,370873,36174.516515486
BRN,2008,377793,34126.6941563969
BRN,2009,384952,32855.6021602466
BRN,2010,392332,33121.3178241724
BRN,2011,399389,33754.3640783713
BRN,2012,405557,33544.5389457877
BRN,2013,411202,32381.0739795231
BRN,2014,416750,31148.7297405401
BRN,2015,422212,30607.372869656734
BRN,2016,427564,30066.015998773368
BRN,2017,432772,29524.65912789
BRN,2018,437810,29200.1952024222
BRN,2019,442680,29608.07702654595
BRN,2020,447404,30015.9588506697
BRN,2021,451721,29256.1833678343
CAN,2003,31642461,39270.0234577749
CAN,2004,31938807,40108.7587456658
CAN,2005,32242732,41006.2229523971
CAN,2006,32571193,41663.5123057295
CAN,2007,32888886,42106.8724378248
CAN,2008,33247298,42067.5687072607
CAN,2009,33630069,40376.4153847836
CAN,2010,34005902,41164.3399119626
CAN,2011,34339221,42043.6419795513
CAN,2012,34713395,42320.6431330726
CAN,2013,35080992,42851.170527104
CAN,2014,35434066,43643.2356440047
CAN,2015,35704498,43875.2866523116
CAN,2016,36110803,44107.3376606185
CAN,2017,36545075,44339.3886689254
CAN,2018,37072620,44907.3436912123
CAN,2019,37618495,43636.73611450035
CAN,2020,38028638,42366.1285377884
CAN,2021,38239864,44639.193269037
CHL,2003,16024752,9130.7842621819
CHL,2004,16187322,9642.37478651228
CHL,2005,16348778,10104.4208391373
CHL,2006,16509195,10611.6144012877
CHL,2007,16671581,11051.3450717678
CHL,2008,16838988,11356.0922105983
CHL,2009,17009731,11116.4093443103
CHL,2010,17181464,11649.2897090856
CHL,2011,17351816,12252.8441074615
CHL,2012,17519119,12882.834417927
CHL,2013,17687006,13182.7329619856
CHL,2014,17864195,13285.9540361192
CHL,2015,18047625,13348.417975177266
CHL,2016,18267221,13410.881914235333
CHL,2017,18558868,13473.3458532934
CHL,2018,18893191,13763.0068844795
CHL,2019,19197744,13221.01544425075
CHL,2020,19370624,12679.024004022
CHL,2021,19456334,14051.4713630677
CHN,2003,1288400000,2857.0373538115
CHN,2004,1296075000,3127.86276523632
CHN,2005,1303720000,3465.81734409951
CHN,2006,1311020000,3883.35412942474
CHN,2007,1317885000,4409.75700836878
CHN,2008,1324655000,4811.47471804961
CHN,2009,1331260000,5237.76666540352
CHN,2010,1337705000,5764.86534987407
CHN,2011,1345035000,6275.90956436258
CHN,2012,1354190000,6723.19443752823
CHN,2013,1363240000,7198.06876478162
CHN,2014,1371860000,7686.57792954381
CHN,2015,1379860000,8198.223299097783
CHN,2016,1387790000,8709.868668651758
CHN,2017,1396215000,9221.51403820573
CHN,2018,1402760000,9798.6528523316
CHN,2019,1407745000,10186.1474291299
CHN,2020,1411100000,10573.6420059282
CHN,2021,1412360000,11469.5707134928
CMR,2003,16160340,1221.09446141454
CMR,2004,16610487,1271.74326874167
CMR,2005,17074594,1264.74345218659
CMR,2006,17550407,1277.32990712342
CMR,2007,18049896,1295.73067471287
CMR,2008,18574056,1295.02211276052
CMR,2009,19113974,1290.89961351149
CMR,2010,19668066,1290.9013745759
CMR,2011,20232304,1297.3064962694
CMR,2012,20809529,1319.66961634054
CMR,2013,21402376,1347.2130636706
CMR,2014,22059893,1381.81938454907
CMR,2015,22763414,1402.8485327546234
CMR,2016,23454161,1423.8776809601766
CMR,2017,24128601,1444.90682916573
CMR,2018,24806383,1461.01969999317
CMR,2019,25506095,1447.76941861363
CMR,2020,26210558,1434.51913723409
CMR,2021,26915758,1443.57600237663
COL,2003,40937429,4154.17528523618
COL,2004,41543171,4311.91591255233
COL,2005,42128977,4457.27537460443
COL,2006,42691084,4694.03442939175
COL,2007,43235374,4947.25260813108
COL,2008,43758808,5048.57187245249
COL,2009,44271541,5046.97121757727
COL,2010,44777319,5214.24547620131
COL,2011,45259614,5517.1011086899
COL,2012,45715810,5675.75617978305
COL,2013,46151584,5910.80592301166
COL,2014,46565429,6121.83982019825
COL,2015,46969940,6184.45236444056
COL,2016,47437512,6247.06490868287
COL,2017,48131078,6309.67745292518
COL,2018,49024465,6353.5464285392
COL,2019,49907985,6122.750830346615
COL,2020,50629997,5891.95523215403
COL,2021,51188173,6457.16921807086
CRI,2003,4138784,8207.45746763047
CRI,2004,4200078,8445.52914945791
CRI,2005,4261240,8655.33965418585
CRI,2006,4321340,9160.29437453236
CRI,2007,4380248,9779.51149389818
CRI,2008,4440056,10104.9092039691
CRI,2009,4499791,9883.67567046297
CRI,2010,4555962,10285.0856660419
CRI,2011,4609833,10612.4694861141
CRI,2012,4663934,11001.5192856576
CRI,2013,4716147,11151.1437869768
CRI,2014,4767119,11422.6735793176
CRI,2015,4818038,11771.304203935366
CRI,2016,4866998,12119.934828553134
CRI,2017,4913177,12468.5654531709
CRI,2018,4957818,12679.5253643016
CRI,2019,4999553,12460.86762757745
CRI,2020,5034320,12242.2098908533
CRI,2021,5059988,13146.6927918465
CUB,2003,11209383,4426.96599591833
CUB,2004,11238756,4670.18802138025
CUB,2005,11262554,5182.35283601732
CUB,2006,11278550,5799.41163668615
CUB,2007,11287272,6215.76603727772
CUB,2008,11291762,6469.08507847668
CUB,2009,11294719,6561.25305093006
CUB,2010,11297409,6716.49048497058
CUB,2011,11301571,6902.16397571139
CUB,2012,11303175,7109.24834185635
CUB,2013,11298167,7307.82004410741
CUB,2014,11285775,7392.48324633027
CUB,2015,11275065,7570.74806232607
CUB,2016,11265612,7749.01287832187
CUB,2017,11247829,7927.27769431767
CUB,2018,11227118,8120.43123558256
CUB,2019,11202846,7686.3596736905
CUB,2020,11176354,7252.28811179844
CUB,2021,11122168,7379.04275283674
CYP,2003,999590,23930.783203125
CYP,2004,1017875,24799.6484375
CYP,2005,1036151,25631.3671875
CYP,2006,1054418,26395.50390625
CYP,2007,1072714,27156.818359375
CYP,2008,1091026,27449.2265625
CYP,2009,1109371,26183.685546875
CYP,2010,1127816,26090.048828125
CYP,2011,1146493,25538.78125
CYP,2012,1165397,24285.49609375
CYP,2013,1183895,22711.71875
CYP,2014,1201801,22373.578125
CYP,2015,1219502,23471.053385416668
CYP,2016,1237112,24568.528645833332
CYP,2017,1254275,25666.00390625
CYP,2018,1270737,26962.40625
CYP,2019,1286671,26929.044921875
CYP,2020,1302247,26895.68359375
CYP,2021,1317309,29517.072265625
DEU,2003,82534176,35270.0227284267
DEU,2004,82516260,35687.6378708542
DEU,2005,82469422,36024.0947047021
DEU,2006,82376451,37459.261328042
DEU,2007,82266372,38593.0749910508
DEU,2008,82110097,39009.8477636357
DEU,2009,81902307,36940.4078672661
DEU,2010,81776930,38526.7371042695
DEU,2011,80274983,40722.4849268242
DEU,2012,80425823,40834.5088218456
DEU,2013,80645605,40884.8926759028
DEU,2014,80982500,41602.4661281668
DEU,2015,81686611,42249.47098712957
DEU,2016,82348669,42896.47584609233
DEU,2017,82657002,43543.4807050551
DEU,2018,82905782,43905.8550061973
DEU,2019,83092962,43139.3638423114
DEU,2020,83160871,42372.8726784255
DEU,2021,83196078,44011.0194631674
DJI,2003,813519,2140.13769442336
DJI,2004,826124,2140.13769442336
DJI,2005,839167,2140.13769442336
DJI,2006,855764,2140.13769442336
DJI,2007,874528,2140.13769442336
DJI,2008,892734,2140.13769442336
DJI,2009,911527,2140.13769442336
DJI,2010,930251,2140.13769442336
DJI,2011,948558,2140.13769442336
DJI,2012,966747,2140.13769442336
DJI,2013,984824,2140.13769442336
DJI,2014,1002717,2253.14082249768
DJI,2015,1020313,2367.57766399268
DJI,2016,1037653,2482.0145054876803
DJI,2017,1054841,2596.45134698268
DJI,2018,1071882,2677.1650334451
DJI,2019,1088709,2725.2858256230347
DJI,2020,1105188,2773.40661780097
DJI,2021,1121248,2854.15987035097
DMA,2003,68531,7047.66189595946
DMA,2004,68649,7323.8530008275
DMA,2005,68734,7381.74728529453
DMA,2006,68806,7698.53701483824
DMA,2007,68847,8106.18951878325
DMA,2008,68854,8682.57378179773
DMA,2009,68864,8582.71481435718
DMA,2010,68859,8574.27308682238
DMA,2011,69053,8553.8384670104
DMA,2012,69118,8532.34388117289
DMA,2013,69715,8459.6586988024
DMA,2014,70373,8576.26367623609
DMA,2015,70410,8379.38715422836
DMA,2016,69606,8182.51063222063
DMA,2017,68496,7985.6341102129
DMA,2018,68174,8261.16492553236
DMA,2019,67880,7782.05473752245
DMA,2020,67573,7302.94454951254
DMA,2021,67202,7738.31730070386
DNK,2003,5390574,49708.0909084109
DNK,2004,5404523,50956.3045398814
DNK,2005,5419432,52015.1841169021
DNK,2006,5437272,53823.1590295482
DNK,2007,5461438,54113.9771471341
DNK,2008,5493621,53572.5346568185
DNK,2009,5523095,50635.9118061988
DNK,2010,5547683,51209.4492757775
DNK,2011,5570572,51667.5313210425
DNK,2012,5591572,51470.689845427
DNK,2013,5614932,51970.3909324806
DNK,2014,5643475,52368.3625969272
DNK,2015,5683483,53445.91325521104
DNK,2016,5728010,54523.46391349487
DNK,2017,5764980,55601.0145717787
DNK,2018,5793636,56355.0733084714
DNK,2019,5814422,56144.81445151185
DNK,2020,5831404,55934.5555945523
DNK,2021,5856733,59312.8158043771
DOM,2003,8980620,4162.66686117661
DOM,2004,9104892,4212.01044121773
DOM,2005,9225034,4549.24957008857
DOM,2006,9341183,4904.71715839398
DOM,2007,9455658,5204.78500652254
DOM,2008,9573130,5308.92664966814
DOM,2009,9695265,5294.64953374426
DOM,2010,9820175,5666.45633430206
DOM,2011,9945621,5773.57403459156
DOM,2012,10070411,5860.29893321013
DOM,2013,10193833,6075.03399972737
DOM,2014,10315528,6430.27811051339
DOM,2015,10434829,6746.6520005660495
DOM,2016,10551430,7063.02589061871
DOM,2017,10666843,7379.39978067137
DOM,2018,10782053,7818.70593240469
DOM,2019,10894043,7607.289679322145
DOM,2020,11008300,7395.8734262396
DOM,2021,11123476,8344.90510312395
DZA,2003,32175818,3945.89816094007
DZA,2004,32628286,4066.28204806495
DZA,2005,33109249,4223.60252133943
DZA,2006,33623506,4279.61547120827
DZA,2007,34189416,4339.25055772831
DZA,2008,34816961,4367.56538017541
DZA,2009,35490445,4336.10054052949
DZA,2010,36188236,4456.6102741643
DZA,2011,36903376,4501.3543013352
DZA,2012,37646166,4518.43978956464
DZA,2013,38414171,4543.23444006767
DZA,2014,39205031,4634.10149179952
DZA,2015,40019529,4670.367912974777
DZA,2016,40850721,4706.634334150033
DZA,2017,41689299,4742.90075532529
DZA,2018,42505035,4717.0035885361
DZA,2019,43294546,4540.344463106965
DZA,2020,44042091,4363.68533767783
DZA,2021,44761099,4456.74687637774
ECU,2003,13372306,4220.21298466638
ECU,2004,13608701,4430.23717984188
ECU,2005,13846163,4589.32849203452
ECU,2006,14086131,4706.98056823816
ECU,2007,14328773,4715.30359842555
ECU,2008,14575202,4939.90215021789
ECU,2009,14825954,4909.33681705683
ECU,2010,15076695,5022.20374387205
ECU,2011,15326227,5359.45724615639
ECU,2012,15572194,5579.85624282158
ECU,2013,15807128,5893.32172683036
ECU,2014,16035124,6055.04172761485
ECU,2015,16266225,6071.4519968157365
ECU,2016,16505139,6087.862266016624
ECU,2017,16759519,6104.27253521751
ECU,2018,17049547,6063.0956178776
ECU,2019,17340021,5709.3924799210145
ECU,2020,17546065,5355.68934196443
ECU,2021,17682454,5815.09477390949
ERI,2003,2493903,830.379672282601
ERI,2004,2598284,808.591420184592
ERI,2005,2661215,809.794793468889
ERI,2006,2703502,789.402432018085
ERI,2007,2743222,789.072701743247
ERI,2008,2816327,693.398874212494
ERI,2009,2887885,702.430936480778
ERI,2010,2945186,703.877374381654
ERI,2011,2998485,751.374899794668
ERI,2012,3036988,751.374899794668
ERI,2013,3074360,751.374899794668
ERI,2014,3095173,751.374899794668
ERI,2015,3105546,751.374899794668
ERI,2016,3124698,751.374899794668
ERI,2017,3150347,751.374899794668
ERI,2018,3192760,751.374899794668
ERI,2019,3240194,751.374899794668
ERI,2020,3291271,751.374899794668
ERI,2021,3350183,751.374899794668
ESP,2003,42187645,25481.1653690112
ESP,2004,42921895,25825.3106463315
ESP,2005,43653155,26294.447384391
ESP,2006,44397319,26899.0921497113
ESP,2007,45226803,27338.79541774
ESP,2008,45954106,27112.526293889
ESP,2009,46362946,25860.8142592652
ESP,2010,46576897,25766.2515825743
ESP,2011,46742697,25510.5579678829
ESP,2012,46773055,24763.568274484
ESP,2013,46604197,24498.5559507945
ESP,2014,46460733,24947.8512505913
ESP,2015,46422303,25773.9945054252
ESP,2016,46458139,26600.137760259102
ESP,2017,46571232,27426.281015093
ESP,2018,46782011,27956.7225466484
ESP,2019,47118501,26516.871214788203
ESP,2020,47359424,25077.019882928
ESP,2021,47443821,26705.3629138959
EST,2003,1370720,12424.0441535693
EST,2004,1362550,13348.5284463324
EST,2005,1354775,14703.6179707772
EST,2006,1346810,16234.5152041417
EST,2007,1340680,17543.4661785723
EST,2008,1337090,16688.997772178
EST,2009,1334515,14274.8511086787
EST,2010,1331475,14657.939813612
EST,2011,1327439,15820.922342204
EST,2012,1322696,16460.6843479001
EST,2013,1317997,16809.5326683781
EST,2014,1314545,17413.6867560212
EST,2015,1315407,18032.72921103117
EST,2016,1315790,18651.77166604113
EST,2017,1317384,19270.8141210511
EST,2018,1321977,19914.3454922878
EST,2019,1326898,19930.6455945929
EST,2020,1329522,19946.945696898
EST,2021,1330932,21570.6658455268
FIN,2003,5213014,40038.9839702277
FIN,2004,5228172,41521.962874476
FIN,2005,5246096,42529.3506920884
FIN,2006,5266268,44069.3958834717
FIN,2007,5288720,46213.6898975737
FIN,2008,5313399,46359.8732844055
FIN,2009,5338871,42412.5133513534
FIN,2010,5363352,43556.5385834368
FIN,2011,5388272,44391.4535667984
FIN,2012,5413971,43507.9345371578
FIN,2013,5438972,42883.6384986417
FIN,2014,5461512,42502.4880199858
FIN,2015,5479531,43289.0654813922
FIN,2016,5495303,44075.6429427986
FIN,2017,5508214,44862.220404205
FIN,2018,5515525,45337.2409550575
FIN,2019,5521606,45014.11053268245
FIN,2020,5529543,44690.9801103074
FIN,2021,5541017,45792.0454180872
FJI,2003,866286,4087.72449101023
FJI,2004,874366,4264.59723774177
FJI,2005,882379,4255.45097421847
FJI,2006,890365,4295.40679748345
FJI,2007,897832,4223.44800626708
FJI,2008,903399,4240.77265686858
FJI,2009,907239,4164.29314800857
FJI,2010,910419,4272.359150902
FJI,2011,912989,4375.5808542034
FJI,2012,914918,4427.97844455038
FJI,2013,916352,4630.35126544718
FJI,2014,917585,4883.24300436251
FJI,2015,918578,5089.05480341617
FJI,2016,919166,5294.86660246983
FJI,2017,918759,5500.67840152349
FJI,2018,917180,5720.21447177109
FJI,2019,914899,5220.668645373695
FJI,2020,914963,4721.1228189763
FJI,2021,916711,4507.33353596072
FRA,2003,62249855,33840.6175720101
FRA,2004,62707588,34557.1471111581
FRA,2005,63180854,34946.0372494703
FRA,2006,63622342,35645.4162427116
FRA,2007,64016890,36322.1685141004
FRA,2008,64375116,36257.3658930938
FRA,2009,64706436,35052.8510772683
FRA,2010,65026211,35578.1968010183
FRA,2011,65340830,36269.9561530888
FRA,2012,65657659,36161.2918253465
FRA,2013,65997932,36256.086680981
FRA,2014,66312067,36444.3949089146
FRA,2015,66548272,36823.12925025493
FRA,2016,66724104,37201.86359159526
FRA,2017,66918020,37580.5979329356
FRA,2018,67158348,38062.4435961412
FRA,2019,67382061,36885.8240943669
FRA,2020,67601110,35709.2045925926
FRA,2021,67842811,38030.8571685178
GAB,2003,1382350,7301.67154442842
GAB,2004,1421609,7148.98713447497
GAB,2005,1463495,7130.22505771754
GAB,2006,1508337,6724.08148977274
GAB,2007,1556237,6908.67399162999
GAB,2008,1607175,6468.38523357609
GAB,2009,1661556,6264.83611480154
GAB,2010,1719879,6481.49612073562
GAB,2011,1781985,6699.23394606512
GAB,2012,1846889,6803.22668079211
GAB,2013,1913059,6938.25753862236
GAB,2014,1978399,6998.60545439576
GAB,2015,2040989,6945.756834089847
GAB,2016,2100306,6892.908213783933
GAB,2017,2156900,6840.05959347802
GAB,2018,2212318,6724.5961429108
GAB,2019,2267706,6629.437904100385
GAB,2020,2322539,6534.27966528997
GAB,2021,2376722,6479.04900690761
GBR,2003,59647577,41706.8303930126
GBR,2004,59987905,42434.8209023638
GBR,2005,60401206,43320.5628684438
GBR,2006,60846820,43944.9985799069
GBR,2007,61322463,44882.141312304
GBR,2008,61806995,44508.2874631479
GBR,2009,62276270,42146.5095879962
GBR,2010,62766365,42762.720840223
GBR,2011,63258810,42791.0934313474
GBR,2012,63711000,43136.7006795996
GBR,2013,64139000,43585.1936238647
GBR,2014,64620000,44627.8818268644
GBR,2015,65088000,45424.596376498805
GBR,2016,65607000,46221.3109261332
GBR,2017,65966000,47018.0254757676
GBR,2018,66289000,47514.7763693453
GBR,2019,66631000,45248.61973505475
GBR,2020,66744000,42982.4631007642
GBR,2021,66984000,46487.3424706549
GEO,2003,3951736,1977.46143338741
GEO,2004,3927340,2105.00472843799
GEO,2005,3902469,2321.60084285163
GEO,2006,3880347,2554.81253503914
GEO,2007,3860158,2891.13702331846
GEO,2008,3848449,2970.15858282428
GEO,2009,3814419,2887.25607935922
GEO,2010,3786695,3090.06513662318
GEO,2011,3756441,3362.1030031968
GEO,2012,3728874,3609.780798626
GEO,2013,3717668,3806.50600649051
GEO,2014,3719414,3960.35080091901
GEO,2015,3725276,4121.069681037254
GEO,2016,3727505,4281.788561155497
GEO,2017,3728004,4442.50744127374
GEO,2018,3726549,4713.65354845303
GEO,2019,3720161,4686.631400817685
GEO,2020,3722716,4659.60925318234
GEO,2021,3708610,5175.19865185825
GHA,2003,21296705,1077.69990866645
GHA,2004,21868298,1108.30475353633
GHA,2005,22449438,1143.31178934301
GHA,2006,23040702,1185.26570738595
GHA,2007,23642279,1205.31705804209
GHA,2008,24249946,1282.63416886747
GHA,2009,24862664,1311.63053760125
GHA,2010,25474995,1381.2279503506
GHA,2011,26095088,1537.81834019283
GHA,2012,26734268,1640.54072088003
GHA,2013,27386193,1718.59704769958
GHA,2014,28041592,1726.36930134647
GHA,2015,28696068,1764.7283214084766
GHA,2016,29356742,1803.0873414704834
GHA,2017,30008354,1841.44636153249
GHA,2018,30637585,1915.4532323781
GHA,2019,31258945,1942.8236734910402
GHA,2020,31887809,1970.19411460398
GHA,2021,32518665,2030.04866500967
GIN,2003,8870781,644.071217908894
GIN,2004,9062726,645.182843390689
GIN,2005,9245844,651.359606871604
GIN,2006,9441171,645.472001923653
GIN,2007,9662281,673.698997420626
GIN,2008,9898870,684.775780377366
GIN,2009,10143534,660.756701330284
GIN,2010,10396086,675.736917327708
GIN,2011,10656810,696.199991395571
GIN,2012,10921581,719.505916794546
GIN,2013,11191873,729.833143236326
GIN,2014,11472924,738.272274481308
GIN,2015,11767070,781.4840171800744
GIN,2016,12073030,824.6957598788407
GIN,2017,12385659,867.907502577607
GIN,2018,12704774,899.907328045175
GIN,2019,13034346,922.73911571742
GIN,2020,13371183,945.570903389665
GIN,2021,13710513,973.646890096159
GMB,2003,1577611,665.834222326194
GMB,2004,1621312,693.563314497133
GMB,2005,1667037,658.676285443081
GMB,2006,1715275,636.596026908866
GMB,2007,1765774,637.20930597537
GMB,2008,1817852,657.675679192228
GMB,2009,1871422,681.433469086571
GMB,2010,1926630,701.014524591061
GMB,2011,1983784,625.464360270983
GMB,2012,2043094,639.139881889048
GMB,2013,2103820,638.522368532214
GMB,2014,2164528,611.879472952196
GMB,2015,2224529,617.5120817257723
GMB,2016,2283769,623.1446904993487
GMB,2017,2342189,628.777299272925
GMB,2018,2399632,658.127833258563
GMB,2019,2456844,664.443238074907
GMB,2020,2515733,670.758642891251
GMB,2021,2576010,689.49323955737
GNQ,2003,847862,7082.65489186921
GNQ,2004,899917,9208.60566707162
GNQ,2005,947367,10212.4545051498
GNQ,2006,990343,10521.9996774827
GNQ,2007,1036044,11594.9172068456
GNQ,2008,1084530,13048.0703050168
GNQ,2009,1135673,12627.862381545
GNQ,2010,1189085,10984.3243932426
GNQ,2011,1241835,11203.9073679091
GNQ,2012,1293483,11650.7196270884
GNQ,2013,1346218,10731.6455729191
GNQ,2014,1399828,10363.4872473549
GNQ,2015,1453923,9328.69461975261
GNQ,2016,1508186,8293.90199215032
GNQ,2017,1562396,7259.10936454803
GNQ,2018,1616422,6578.90039765711
GNQ,2019,1670177,6077.081406386015
GNQ,2020,1716468,5575.26241511492
GNQ,2021,1758786,5487.92479201992
GRC,2003,10928070,20632.2557041942
GRC,2004,10955141,21688.1050959558
GRC,2005,10987314,21880.5265835801
GRC,2006,11020362,23220.5324419197
GRC,2007,11048473,23973.6936091313
GRC,2008,11077841,23923.8800731311
GRC,2009,11107017,22878.1346644397
GRC,2010,11121341,21547.724178239
GRC,2011,11104899,19448.255802525
GRC,2012,11045011,17924.6620496886
GRC,2013,10965211,17644.8766635021
GRC,2014,10892413,17903.5252440012
GRC,2015,10820883,18053.046311376067
GRC,2016,10775971,18202.567378750933
GRC,2017,10754679,18352.0884461258
GRC,2018,10732882,18769.0389621976
GRC,2019,10721582,18127.9951477603
GRC,2020,10698599,17486.951333323
GRC,2021,10569207,19232.9683327114
GRD,2003,108884,7309.78547094579
GRD,2004,109323,7233.29494434962
GRD,2005,109734,8162.91232124727
GRD,2006,110135,7808.24358323434
GRD,2007,110522,8257.36225682689
GRD,2008,110896,8307.49221491819
GRD,2009,111254,7733.12990600058
GRD,2010,111586,7670.71165827663
GRD,2011,112079,7695.37616017287
GRD,2012,112775,7559.5628483956
GRD,2013,113487,7688.75297701343
GRD,2014,114132,8206.62862112333
GRD,2015,114676,8590.221510360829
GRD,2016,115130,8973.81439959833
GRD,2017,115438,9357.40728883583
GRD,2018,115691,9744.16919577204
GRD,2019,115981,9078.726275387879
GRD,2020,116341,8413.28335500372
GRD,2021,116688,8782.32193426078
GTM,2003,12525842,3222.15468293683
GTM,2004,12807402,3250.20406037693
GTM,2005,13087629,3284.80971612832
GTM,2006,13367459,3388.15003339926
GTM,2007,13652040,3527.7782721364
GTM,2008,13935174,3569.92861121538
GTM,2009,14215611,3516.19227725255
GTM,2010,14500112,3546.6258162259
GTM,2011,14792126,3621.37409769184
GTM,2012,15089647,3655.57315791242
GTM,2013,15387337,3717.30462628413
GTM,2014,15681725,3809.61587570091
GTM,2015,15971743,3863.9907765875
GTM,2016,16268760,3918.36567747409
GTM,2017,16567357,3972.74057836068
GTM,2018,16845685,4040.2121371198
GTM,2019,17103803,4023.025626529895
GTM,2020,17357325,4005.83911593999
GTM,2021,17598650,4268.62858565412
GUY,2003,763101,3873.04123684261
GUY,2004,762418,3937.11435304522
GUY,2005,760914,3867.93308158647
GUY,2006,758966,4076.77981715707
GUY,2007,756861,4382.10449666813
GUY,2008,754606,4472.34517889699
GUY,2009,752094,4649.34144792756
GUY,2010,749256,4860.09110980566
GUY,2011,746153,5133.89539813637
GUY,2012,746288,5403.79899428921
GUY,2013,750021,5573.3421790463
GUY,2014,754229,5635.71704117947
GUY,2015,758781,5756.205598875733
GUY,2016,763548,5876.694156571996
GUY,2017,768479,5997.18271426826
GUY,2018,791556,6080.90612132746
GUY,2019,807665,7545.75806301312
GUY,2020,807481,9010.61000469878
GUY,2021,815482,10711.9973374148
HND,2003,7119213,1842.29750018813
HND,2004,7298994,1908.90950050464
HND,2005,7478355,1975.85647913236
HND,2006,7656832,2056.53491469231
HND,2007,7834798,2134.19540639485
HND,2008,8012587,2175.14709403064
HND,2009,8189899,2076.30859895638
HND,2010,8365878,2108.47314459603
HND,2011,8540583,2144.56265540491
HND,2012,8715076,2188.39378817891
HND,2013,8889278,2205.40126728067
HND,2014,9063122,2229.24772232218
HND,2015,9237305,2280.623143013833
HND,2016,9412380,2331.9985637054865
HND,2017,9588137,2383.37398439714
HND,2018,9765210,2430.13503657762
HND,2019,9943633,2309.7833616299204
HND,2020,10119640,2189.43168668222
HND,2021,10289877,2423.76634916911
HRV,2003,4303399,10619.3078243865
HRV,2004,4304600,11059.0980614364
HRV,2005,4310145,11522.7905248265
HRV,2006,4311159,12104.0421469867
HRV,2007,4310217,12717.9875997872
HRV,2008,4309705,12970.4376964616
HRV,2009,4305181,12099.5521781656
HRV,2010,4295427,11965.0049285028
HRV,2011,4280622,11993.0713179162
HRV,2012,4260368,11780.4742767284
HRV,2013,4233922,11838.2152450357
HRV,2014,4201598,11862.7609491821
HRV,2015,4151725,12403.6077165972
HRV,2016,4106867,12944.4544840123
HRV,2017,4041407,13485.3012514274
HRV,2018,3988775,14060.9874833125
HRV,2019,3949390,13803.2377997771
HRV,2020,3914206,13545.4881162417
HRV,2021,3878981,15395.1287782758
HTI,2003,8759912,1326.47161042212
HTI,2004,8910263,1286.90282128221
HTI,2005,9061273,1304.33303731231
HTI,2006,9216562,1305.03813815611
HTI,2007,9373296,1343.61111422048
HTI,2008,9530774,1356.53400140048
HTI,2009,9689581,1412.89653523429
HTI,2010,9803294,1317.58389339746
HTI,2011,9914904,1369.16921255852
HTI,2012,10069771,1354.88546124499
HTI,2013,10222362,1392.38204736859
HTI,2014,10373235,1411.76834802154
HTI,2015,10523242,1418.7363273794967
HTI,2016,10671457,1425.7043067374534
HTI,2017,10817754,1432.67228609541
HTI,2018,10962362,1437.35251928349
HTI,2019,11105163,1384.5251521764048
HTI,2020,11243848,1331.69778506932
HTI,2021,11374586,1292.71954963551
IDN,2003,225048008,1991.91820506473
IDN,2004,227926649,2065.70617470842
IDN,2005,230871650,2155.4478015921
